question_id,category,company,role,round,topic,difficulty,question,evidence_type,source_note
4587,Cybersecurity Companies,Cisco,Full Stack Engineer,Coding Round,Vulnerability Management,Hard,What logs or telemetry would you collect for Vulnerability Management? Explain how you would test your solution.,Publicly reported / commonly reported pattern,Public interview-report aggregators and company interview reports; exact attribution varies
4588,Service Companies,Capgemini,ML Engineer,Technical Round,Problem Solving,Medium,What are the common mistakes candidates make when working with Problem Solving? Give a concrete example.,Publicly reported / commonly reported pattern,Public interview-report aggregators and company interview reports; exact attribution varies
4589,AI/ML Companies,NVIDIA,Software Engineer,Online Assessment,Generative AI,Medium,Explain Generative AI and discuss where it is useful in a production ML system. Consider both performance and maintainability.,Publicly reported / commonly reported pattern,Public interview-report aggregators and company interview reports; exact attribution varies
4590,Cybersecurity Companies,Rapid7,Full Stack Engineer,HR Round,Security Architecture,Hard,How would you prioritize vulnerabilities discovered while working with Security Architecture? Mention the main metrics you would monitor.,Publicly reported / commonly reported pattern,Public interview-report aggregators and company interview reports; exact attribution varies
4591,HR/Behavioral,Adobe,Data Scientist,Technical Round,Conflict Resolution,Hard,Tell me about yourself and your most relevant project experience.,Publicly reported / commonly reported pattern,Public interview-report aggregators and company interview reports; exact attribution varies
4592,Service Companies,Accenture,Full Stack Engineer,Coding Round,Computer Networks,Hard,Describe a project where Computer Networks could be used effectively. Assume the system is used at large scale.,Publicly reported / commonly reported pattern,Public interview-report aggregators and company interview reports; exact attribution varies
4593,Product Companies,PayPal,Full Stack Engineer,Online Assessment,Computer Networks,Easy,How would you design a scalable Computer Networks solution for a product used by millions of users? Explain how you would test your solution.,Publicly reported / commonly reported pattern,Public interview-report aggregators and company interview reports; exact attribution varies
4594,Cloud Companies,ServiceNow,Cloud Engineer,HR Round,Databases,Hard,How would you recover from a major failure in a system involving Databases? Assume the system is used at large scale.,Publicly reported / commonly reported pattern,Public interview-report aggregators and company interview reports; exact attribution varies
4595,Product Companies,Cisco,QA Engineer,System Design,Testing,Hard,How would you debug a production issue involving Testing? Mention the main metrics you would monitor.,Publicly reported / commonly reported pattern,Public interview-report aggregators and company interview reports; exact attribution varies
4596,HR/Behavioral,Oracle,Software Engineer,HR Round,Teamwork,Easy,Describe a time you received critical feedback. How did you respond?,Publicly reported / commonly reported pattern,Public interview-report aggregators and company interview reports; exact attribution varies
4597,Product Companies,ServiceNow,Software Engineer,Online Assessment,Debugging,Medium,Explain Debugging and describe a situation where you used it in a project. Explain how you would test your solution.,Publicly reported / commonly reported pattern,Public interview-report aggregators and company interview reports; exact attribution varies
4598,AI/ML Companies,Siemens,Data Engineer,Managerial Round,Linear Algebra,Easy,What assumptions are important when applying Linear Algebra? Include the key trade-offs.,Publicly reported / commonly reported pattern,Public interview-report aggregators and company interview reports; exact attribution varies
4599,Cloud Companies,Cisco,DevOps Engineer,Coding Round,AWS/Azure/GCP Concepts,Hard,How would you design a highly available system using AWS/Azure/GCP Concepts? Discuss common failure cases.,Publicly reported / commonly reported pattern,Public interview-report aggregators and company interview reports; exact attribution varies
4600,Service Companies,HCLTech,Systems Engineer,Coding Round,Computer Networks,Easy,Explain Computer Networks with a practical example. Discuss common failure cases.,Publicly reported / commonly reported pattern,Public interview-report aggregators and company interview reports; exact attribution varies
4601,Product Companies,Visa,Security Engineer,System Design,JavaScript,Hard,How would you design a scalable JavaScript solution for a product used by millions of users? Mention the main metrics you would monitor.,Publicly reported / commonly reported pattern,Public interview-report aggregators and company interview reports; exact attribution varies
4602,AI/ML Companies,Adobe,Software Engineer,Managerial Round,Feature Engineering,Easy,How would you monitor a production system involving Feature Engineering? Explain how you would test your solution.,Publicly reported / commonly reported pattern,Public interview-report aggregators and company interview reports; exact attribution varies
